year,geo_code,county,total_households,households_100k _to_149999k,households_150k_ to_199999k,households_200k_or_more,percent_wealthy_households ,total_wealthy_households
2018,0500000US49043,"Summit County, Utah",14555,0.18,0.11,0.21,0.50,7321
2018,0500000US49045,"Tooele County, Utah",19901,0.20,0.05,0.03,0.28,5552
2018,0500000US49047,"Uintah County, Utah",10625,0.18,0.04,0.04,0.26,2741
2018,0500000US49049,"Utah County, Utah",160649,0.19,0.07,0.06,0.31,49801
2018,0500000US49051,"Wasatch County, Utah",9567,0.21,0.07,0.10,0.37,3578
2018,0500000US49053,"Washington County, Utah",54702,0.13,0.04,0.04,0.22,11925
2018,0500000US49055,"Wayne County, Utah",1021,0.18,0.01,0.01,0.19,197
2018,0500000US49057,"Weber County, Utah",82417,0.17,0.05,0.03,0.25,20769
2018,0500000US50001,"Addison County, Vermont",14733,0.18,0.06,0.04,0.28,4155
2018,0500000US50003,"Bennington County, Vermont",14927,0.13,0.05,0.05,0.23,3388
2018,0500000US50005,"Caledonia County, Vermont",12214,0.12,0.03,0.03,0.18,2162
2018,0500000US50007,"Chittenden County, Vermont",65400,0.18,0.07,0.08,0.33,21451
2018,0500000US50009,"Essex County, Vermont",2756,0.08,0.01,0.01,0.11,295
2018,0500000US50011,"Franklin County, Vermont",18582,0.18,0.06,0.03,0.27,5017
2018,0500000US50013,"Grand Isle County, Vermont",2967,0.18,0.05,0.07,0.30,884
2018,0500000US50015,"Lamoille County, Vermont",10607,0.14,0.05,0.05,0.24,2588
2018,0500000US50017,"Orange County, Vermont",12286,0.14,0.06,0.03,0.23,2789
2018,0500000US50019,"Orleans County, Vermont",11679,0.10,0.03,0.03,0.16,1845
2018,0500000US50021,"Rutland County, Vermont",25145,0.13,0.04,0.03,0.20,5054
2018,0500000US50023,"Washington County, Vermont",24865,0.16,0.06,0.05,0.26,6515
2018,0500000US50025,"Windham County, Vermont",19118,0.13,0.04,0.05,0.21,4053
2018,0500000US50027,"Windsor County, Vermont",24310,0.14,0.04,0.05,0.23,5664
2018,0500000US51001,"Accomack County, Virginia",13401,0.10,0.03,0.02,0.15,1983
2018,0500000US51003,"Albemarle County, Virginia",40612,0.16,0.09,0.12,0.37,14986
2018,0500000US51005,"Alleghany County, Virginia",6741,0.11,0.04,0.02,0.17,1146
2018,0500000US51007,"Amelia County, Virginia",4789,0.18,0.07,0.02,0.27,1279
2018,0500000US51009,"Amherst County, Virginia",12044,0.13,0.03,0.02,0.18,2180
2018,0500000US51011,"Appomattox County, Virginia",6095,0.15,0.03,0.03,0.21,1304
2018,0500000US51013,"Arlington County, Virginia",104716,0.21,0.14,0.23,0.58,60526
2018,0500000US51015,"Augusta County, Virginia",29297,0.15,0.04,0.04,0.22,6533
2018,0500000US51017,"Bath County, Virginia",1999,0.10,0.04,0.01,0.15,298
2018,0500000US51019,"Bedford County, Virginia",31206,0.15,0.05,0.05,0.25,7802
2018,0500000US51021,"Bland County, Virginia",2523,0.15,0.02,0.02,0.19,472
2018,0500000US51023,"Botetourt County, Virginia",13161,0.19,0.06,0.06,0.32,4146
2018,0500000US51025,"Brunswick County, Virginia",6048,0.10,0.02,0.01,0.13,792
2018,0500000US51027,"Buchanan County, Virginia",8871,0.06,0.02,0.01,0.08,736
2018,0500000US51029,"Buckingham County, Virginia",5827,0.11,0.01,0.01,0.14,787
2018,0500000US51031,"Campbell County, Virginia",22957,0.13,0.03,0.03,0.18,4201
2018,0500000US51033,"Caroline County, Virginia",10911,0.17,0.05,0.04,0.26,2804
2018,0500000US51035,"Carroll County, Virginia",12375,0.07,0.02,0.02,0.11,1299
2018,0500000US51036,"Charles City County, Virginia",2856,0.16,0.03,0.04,0.23,665
2018,0500000US51037,"Charlotte County, Virginia",4543,0.06,0.02,0.02,0.10,445
2018,0500000US51041,"Chesterfield County, Virginia",123010,0.21,0.09,0.08,0.38,46744
2018,0500000US51043,"Clarke County, Virginia",5639,0.20,0.11,0.10,0.41,2284
2018,0500000US51045,"Craig County, Virginia",2266,0.18,0.03,0.01,0.22,503
2018,0500000US51047,"Culpeper County, Virginia",16903,0.21,0.08,0.06,0.34,5815
2018,0500000US51049,"Cumberland County, Virginia",3963,0.13,0.05,0.01,0.19,753
2018,0500000US51051,"Dickenson County, Virginia",5841,0.07,0.02,0.02,0.10,596
2018,0500000US51053,"Dinwiddie County, Virginia",10391,0.14,0.04,0.04,0.22,2276
2018,0500000US51057,"Essex County, Virginia",4463,0.12,0.03,0.02,0.16,719
2018,0500000US51059,"Fairfax County, Virginia",394447,0.21,0.15,0.24,0.60,235879
2018,0500000US51061,"Fauquier County, Virginia",24333,0.21,0.13,0.15,0.49,11899
2018,0500000US51063,"Floyd County, Virginia",6480,0.14,0.03,0.02,0.18,1179
2018,0500000US51065,"Fluvanna County, Virginia",9842,0.17,0.09,0.06,0.33,3218
2018,0500000US51067,"Franklin County, Virginia",23104,0.13,0.04,0.03,0.20,4575
2018,0500000US51069,"Frederick County, Virginia",30973,0.20,0.08,0.06,0.35,10686
2018,0500000US51071,"Giles County, Virginia",6987,0.09,0.03,0.02,0.14,971
2018,0500000US51073,"Gloucester County, Virginia",14759,0.19,0.06,0.05,0.29,4310
2018,0500000US51075,"Goochland County, Virginia",8426,0.22,0.09,0.15,0.46,3884
2018,0500000US51077,"Grayson County, Virginia",6542,0.09,0.01,0.01,0.11,713
2018,0500000US51079,"Greene County, Virginia",7357,0.18,0.07,0.04,0.29,2104
2018,0500000US51081,"Greensville County, Virginia",3688,0.08,0.02,0.01,0.11,402
2018,0500000US51083,"Halifax County, Virginia",14025,0.11,0.02,0.01,0.14,1949
2018,0500000US51085,"Hanover County, Virginia",38599,0.23,0.11,0.10,0.44,16868
2018,0500000US51087,"Henrico County, Virginia",127111,0.16,0.07,0.09,0.32,40167
2018,0500000US51089,"Henry County, Virginia",21598,0.07,0.02,0.01,0.10,2073
2018,0500000US51091,"Highland County, Virginia",1123,0.10,0.01,0.04,0.16,175
2018,0500000US51093,"Isle of Wight County, Virginia",14304,0.22,0.07,0.06,0.35,4978
2018,0500000US51095,"James City County, Virginia",28766,0.20,0.09,0.12,0.40,11593
2018,0500000US51097,"King and Queen County, Virginia",2826,0.16,0.03,0.01,0.20,571
2018,0500000US51099,"King George County, Virginia",9103,0.22,0.11,0.09,0.43,3878
2018,0500000US51101,"King William County, Virginia",6170,0.17,0.04,0.06,0.27,1666
2018,0500000US51103,"Lancaster County, Virginia",5142,0.12,0.04,0.07,0.23,1178
2018,0500000US51105,"Lee County, Virginia",9149,0.07,0.01,0.02,0.09,833
2018,0500000US51107,"Loudoun County, Virginia",125309,0.21,0.17,0.28,0.66,82453
2018,0500000US51109,"Louisa County, Virginia",13575,0.14,0.04,0.04,0.23,3109
2018,0500000US51111,"Lunenburg County, Virginia",4331,0.06,0.02,0.00,0.08,364
2018,0500000US51113,"Madison County, Virginia",5078,0.10,0.04,0.06,0.20,1011
2018,0500000US51115,"Mathews County, Virginia",3908,0.15,0.04,0.10,0.30,1157
2018,0500000US51117,"Mecklenburg County, Virginia",11815,0.10,0.02,0.02,0.14,1666
2018,0500000US51119,"Middlesex County, Virginia",4454,0.13,0.04,0.03,0.20,909
2018,0500000US51121,"Montgomery County, Virginia",35483,0.13,0.05,0.06,0.24,8516
2018,0500000US51125,"Nelson County, Virginia",6445,0.15,0.06,0.05,0.26,1656
2018,0500000US51127,"New Kent County, Virginia",7754,0.22,0.09,0.08,0.39,2985
2018,0500000US51131,"Northampton County, Virginia",5151,0.08,0.04,0.03,0.15,747
2018,0500000US51133,"Northumberland County, Virginia",5686,0.14,0.06,0.05,0.24,1376
2018,0500000US51135,"Nottoway County, Virginia",5542,0.11,0.02,0.02,0.15,804
2018,0500000US51137,"Orange County, Virginia",13453,0.20,0.05,0.04,0.28,3821
2018,0500000US51139,"Page County, Virginia",9338,0.12,0.03,0.02,0.16,1531
2018,0500000US51141,"Patrick County, Virginia",7685,0.07,0.02,0.02,0.11,815
2018,0500000US51143,"Pittsylvania County, Virginia",26330,0.10,0.02,0.02,0.14,3686
2018,0500000US51145,"Powhatan County, Virginia",10178,0.21,0.09,0.09,0.39,3919
2018,0500000US51147,"Prince Edward County, Virginia",7187,0.09,0.04,0.03,0.16,1143
2018,0500000US51149,"Prince George County, Virginia",11415,0.20,0.08,0.04,0.32,3687
2018,0500000US51153,"Prince William County, Virginia",140473,0.23,0.14,0.16,0.52,73046
2018,0500000US51155,"Pulaski County, Virginia",14525,0.12,0.04,0.01,0.17,2455
2018,0500000US51157,"Rappahannock County, Virginia",2976,0.16,0.08,0.09,0.33,979
2018,0500000US51159,"Richmond County, Virginia",3139,0.12,0.03,0.03,0.18,556
2018,0500000US51161,"Roanoke County, Virginia",38343,0.18,0.06,0.05,0.29,11043
2018,0500000US51163,"Rockbridge County, Virginia",8979,0.11,0.04,0.06,0.21,1904
2018,0500000US51165,"Rockingham County, Virginia",30946,0.14,0.05,0.04,0.23,6994
2018,0500000US51167,"Russell County, Virginia",10965,0.09,0.02,0.01,0.12,1305
2018,0500000US51169,"Scott County, Virginia",8767,0.09,0.02,0.01,0.12,1008
2018,0500000US51171,"Shenandoah County, Virginia",17315,0.13,0.04,0.03,0.19,3307
2018,0500000US51173,"Smyth County, Virginia",12881,0.09,0.02,0.01,0.12,1520
2018,0500000US51175,"Southampton County, Virginia",6522,0.15,0.04,0.02,0.20,1330
2018,0500000US51177,"Spotsylvania County, Virginia",43677,0.21,0.11,0.10,0.42,18213
2018,0500000US51179,"Stafford County, Virginia",46328,0.23,0.14,0.16,0.53,24693
2018,0500000US51181,"Surry County, Virginia",2760,0.18,0.03,0.02,0.22,610
2018,0500000US51183,"Sussex County, Virginia",3814,0.13,0.03,0.01,0.16,625
2018,0500000US51185,"Tazewell County, Virginia",17042,0.09,0.02,0.02,0.13,2215
2018,0500000US51187,"Warren County, Virginia",14379,0.19,0.08,0.04,0.31,4400
2018,0500000US51191,"Washington County, Virginia",22331,0.11,0.03,0.03,0.16,3662
2018,0500000US51193,"Westmoreland County, Virginia",7612,0.16,0.06,0.05,0.26,2010
2018,0500000US51195,"Wise County, Virginia",15126,0.08,0.02,0.02,0.12,1770
2018,0500000US51197,"Wythe County, Virginia",11955,0.10,0.03,0.02,0.15,1745
2018,0500000US51199,"York County, Virginia",24617,0.23,0.11,0.09,0.44,10807
2018,0500000US51510,"Alexandria city, Virginia",69979,0.20,0.12,0.17,0.49,34080
2018,0500000US51520,"Bristol city, Virginia",7402,0.07,0.05,0.01,0.13,970
2018,0500000US51530,"Buena Vista city, Virginia",2539,0.06,0.03,0.02,0.11,284
2018,0500000US51540,"Charlottesville city, Virginia",18613,0.15,0.06,0.09,0.30,5491
2018,0500000US51550,"Chesapeake city, Virginia",84230,0.20,0.09,0.07,0.35,29817
2018,0500000US51570,"Colonial Heights city, Virginia",7054,0.15,0.04,0.04,0.22,1552
2018,0500000US51580,"Covington city, Virginia",2409,0.08,0.01,0.03,0.11,267
2018,0500000US51590,"Danville city, Virginia",18479,0.08,0.02,0.02,0.11,2070
2018,0500000US51595,"Emporia city, Virginia",2119,0.08,0.02,0.02,0.11,235
2018,0500000US51600,"Fairfax city, Virginia",8553,0.20,0.15,0.20,0.55,4738
2018,0500000US51610,"Falls Church city, Virginia",5262,0.17,0.12,0.31,0.60,3178
2018,0500000US51620,"Franklin city, Virginia",3526,0.09,0.06,0.03,0.18,617
2018,0500000US51630,"Fredericksburg city, Virginia",10582,0.15,0.08,0.08,0.31,3228
2018,0500000US51640,"Galax city, Virginia",2742,0.08,0.02,0.01,0.11,293
2018,0500000US51650,"Hampton city, Virginia",53700,0.13,0.05,0.03,0.21,11009
2018,0500000US51660,"Harrisonburg city, Virginia",16768,0.11,0.03,0.03,0.17,2783
2018,0500000US51670,"Hopewell city, Virginia",9193,0.08,0.03,0.02,0.13,1232
2018,0500000US51678,"Lexington city, Virginia",1984,0.11,0.01,0.05,0.17,343
2018,0500000US51680,"Lynchburg city, Virginia",28069,0.09,0.03,0.03,0.15,4154
2018,0500000US51683,"Manassas city, Virginia",12749,0.19,0.09,0.07,0.36,4551
2018,0500000US51685,"Manassas Park city, Virginia",4706,0.24,0.09,0.06,0.39,1840
2018,0500000US51690,"Martinsville city, Virginia",5630,0.07,0.03,0.03,0.13,721
2018,0500000US51700,"Newport News city, Virginia",69324,0.12,0.04,0.03,0.19,13172
2018,0500000US51710,"Norfolk city, Virginia",88155,0.11,0.04,0.04,0.19,16397
2018,0500000US51720,"Norton city, Virginia",1819,0.09,0.01,0.02,0.12,211
2018,0500000US51730,"Petersburg city, Virginia",13274,0.08,0.01,0.01,0.10,1341
2018,0500000US51735,"Poquoson city, Virginia",4615,0.27,0.12,0.09,0.48,2206
2018,0500000US51740,"Portsmouth city, Virginia",36471,0.12,0.03,0.02,0.17,6237
2018,0500000US51750,"Radford city, Virginia",5438,0.12,0.02,0.02,0.16,854
2018,0500000US51760,"Richmond city, Virginia",89846,0.10,0.04,0.06,0.20,17879
2018,0500000US51770,"Roanoke city, Virginia",42037,0.08,0.02,0.03,0.13,5633
2018,0500000US51775,"Salem city, Virginia",9881,0.13,0.05,0.03,0.21,2065
2018,0500000US51790,"Staunton city, Virginia",10520,0.12,0.02,0.04,0.18,1915
2018,0500000US51800,"Suffolk city, Virginia",33198,0.20,0.06,0.06,0.32,10457
2018,0500000US51810,"Virginia Beach city, Virginia",169290,0.20,0.08,0.07,0.34,57051
2018,0500000US51820,"Waynesboro city, Virginia",9144,0.10,0.02,0.02,0.14,1234
2018,0500000US51830,"Williamsburg city, Virginia",4670,0.13,0.06,0.10,0.28,1312
2018,0500000US51840,"Winchester city, Virginia",10554,0.11,0.06,0.06,0.23,2427
2018,0500000US53001,"Adams County, Washington",5881,0.10,0.04,0.02,0.15,906
2018,0500000US53003,"Asotin County, Washington",9171,0.11,0.05,0.03,0.18,1669
2018,0500000US53005,"Benton County, Washington",70983,0.17,0.07,0.06,0.30,20940
2018,0500000US53007,"Chelan County, Washington",28038,0.14,0.05,0.04,0.24,6673
2018,0500000US53009,"Clallam County, Washington",32732,0.12,0.04,0.03,0.19,6154
2018,0500000US53011,"Clark County, Washington",171522,0.19,0.07,0.07,0.33,56431
2018,0500000US53013,"Columbia County, Washington",1758,0.11,0.04,0.05,0.21,362
2018,0500000US53015,"Cowlitz County, Washington",41397,0.12,0.05,0.03,0.20,8404
2018,0500000US53017,"Douglas County, Washington",15064,0.15,0.05,0.03,0.23,3420
2018,0500000US53019,"Ferry County, Washington",3097,0.09,0.04,0.02,0.15,449
2018,0500000US53021,"Franklin County, Washington",26316,0.17,0.04,0.04,0.25,6553
2018,0500000US53023,"Garfield County, Washington",997,0.11,0.01,0.00,0.13,128
2018,0500000US53025,"Grant County, Washington",30651,0.13,0.04,0.03,0.20,6130
2018,0500000US53027,"Grays Harbor County, Washington",28263,0.12,0.03,0.03,0.17,4776
2018,0500000US53029,"Island County, Washington",34364,0.16,0.06,0.05,0.28,9519
2018,0500000US53031,"Jefferson County, Washington",14239,0.14,0.04,0.04,0.23,3218
2018,0500000US53033,"King County, Washington",865627,0.19,0.11,0.15,0.45,389532
2018,0500000US53035,"Kitsap County, Washington",101662,0.18,0.07,0.07,0.32,32634
2018,0500000US53037,"Kittitas County, Washington",18003,0.12,0.05,0.03,0.20,3619
2018,0500000US53039,"Klickitat County, Washington",8539,0.13,0.04,0.02,0.18,1571
2018,0500000US53041,"Lewis County, Washington",30262,0.12,0.04,0.02,0.18,5447
2018,0500000US53043,"Lincoln County, Washington",4485,0.13,0.05,0.02,0.20,906
2018,0500000US53045,"Mason County, Washington",23535,0.13,0.05,0.03,0.20,4801
2018,0500000US53047,"Okanogan County, Washington",17527,0.11,0.02,0.02,0.15,2594
2018,0500000US53049,"Pacific County, Washington",9087,0.10,0.03,0.01,0.14,1272
2018,0500000US53051,"Pend Oreille County, Washington",5782,0.09,0.05,0.02,0.16,948
2018,0500000US53053,"Pierce County, Washington",317699,0.17,0.07,0.06,0.30,95310
2018,0500000US53055,"San Juan County, Washington",8025,0.14,0.06,0.07,0.27,2175
2018,0500000US53057,"Skagit County, Washington",47937,0.15,0.06,0.05,0.26,12416
2018,0500000US53059,"Skamania County, Washington",4685,0.19,0.05,0.03,0.27,1256
2018,0500000US53061,"Snohomish County, Washington",289737,0.21,0.10,0.09,0.40,114736
2018,0500000US53063,"Spokane County, Washington",198489,0.13,0.05,0.04,0.22,44263
2018,0500000US53065,"Stevens County, Washington",17433,0.10,0.04,0.03,0.17,2929
2018,0500000US53067,"Thurston County, Washington",108070,0.18,0.07,0.05,0.30,32421
2018,0500000US53069,"Wahkiakum County, Washington",1844,0.18,0.01,0.03,0.22,413
2018,0500000US53071,"Walla Walla County, Washington",22304,0.14,0.06,0.04,0.23,5152
2018,0500000US53073,"Whatcom County, Washington",85008,0.14,0.06,0.04,0.25,20827
2018,0500000US53075,"Whitman County, Washington",17910,0.11,0.04,0.03,0.17,3063
2018,0500000US53077,"Yakima County, Washington",82300,0.11,0.04,0.03,0.17,13991
2018,0500000US54001,"Barbour County, West Virginia",6416,0.08,0.05,0.01,0.14,911
2018,0500000US54003,"Berkeley County, West Virginia",43237,0.16,0.05,0.03,0.23,10117
2018,0500000US54005,"Boone County, West Virginia",9148,0.08,0.01,0.02,0.11,988
2018,0500000US54007,"Braxton County, West Virginia",5491,0.13,0.02,0.01,0.16,862
2018,0500000US54009,"Brooke County, West Virginia",9957,0.12,0.02,0.01,0.14,1404
2018,0500000US54011,"Cabell County, West Virginia",39628,0.09,0.02,0.03,0.15,5786
2018,0500000US54013,"Calhoun County, West Virginia",2864,0.06,0.01,0.02,0.09,263
2018,0500000US54015,"Clay County, West Virginia",3261,0.06,0.01,0.01,0.09,277
2018,0500000US54017,"Doddridge County, West Virginia",2647,0.11,0.04,0.02,0.16,431
2018,0500000US54019,"Fayette County, West Virginia",17795,0.08,0.02,0.01,0.11,1957
2018,0500000US54021,"Gilmer County, West Virginia",2670,0.09,0.02,0.00,0.12,310
2018,0500000US54023,"Grant County, West Virginia",4556,0.10,0.02,0.02,0.13,597
2018,0500000US54025,"Greenbrier County, West Virginia",15285,0.08,0.02,0.02,0.12,1773
2018,0500000US54027,"Hampshire County, West Virginia",9663,0.08,0.03,0.01,0.12,1121
2018,0500000US54029,"Hancock County, West Virginia",12697,0.10,0.02,0.02,0.15,1879
2018,0500000US54031,"Hardy County, West Virginia",5521,0.10,0.02,0.02,0.14,767
2018,0500000US54033,"Harrison County, West Virginia",27436,0.13,0.04,0.03,0.21,5624
2018,0500000US54035,"Jackson County, West Virginia",11178,0.12,0.03,0.03,0.17,1945
2018,0500000US54037,"Jefferson County, West Virginia",20895,0.23,0.08,0.08,0.39,8107
2018,0500000US54039,"Kanawha County, West Virginia",79437,0.11,0.03,0.04,0.18,14219
2018,0500000US54041,"Lewis County, West Virginia",6577,0.09,0.02,0.02,0.13,842
2018,0500000US54043,"Lincoln County, West Virginia",7879,0.09,0.01,0.01,0.10,812
2018,0500000US54045,"Logan County, West Virginia",13875,0.09,0.02,0.02,0.12,1707
2018,0500000US54047,"McDowell County, West Virginia",7711,0.03,0.01,0.01,0.05,347
2018,0500000US54049,"Marion County, West Virginia",22942,0.12,0.04,0.03,0.18,4221
2018,0500000US54051,"Marshall County, West Virginia",12232,0.11,0.03,0.02,0.17,2079
2018,0500000US54053,"Mason County, West Virginia",10849,0.09,0.03,0.01,0.13,1432
2018,0500000US54055,"Mercer County, West Virginia",24882,0.08,0.02,0.01,0.11,2687
2018,0500000US54057,"Mineral County, West Virginia",11184,0.08,0.02,0.01,0.12,1309
2018,0500000US54059,"Mingo County, West Virginia",10772,0.06,0.01,0.01,0.08,883
2018,0500000US54061,"Monongalia County, West Virginia",38856,0.12,0.05,0.06,0.24,9131
2018,0500000US54063,"Monroe County, West Virginia",5744,0.06,0.02,0.02,0.10,557
2018,0500000US54065,"Morgan County, West Virginia",7166,0.13,0.02,0.02,0.17,1233
2018,0500000US54067,"Nicholas County, West Virginia",10472,0.07,0.03,0.02,0.12,1215
2018,0500000US54069,"Ohio County, West Virginia",17351,0.13,0.05,0.04,0.21,3713
2018,0500000US54071,"Pendleton County, West Virginia",3154,0.08,0.02,0.02,0.13,394
2018,0500000US54073,"Pleasants County, West Virginia",2869,0.14,0.03,0.02,0.19,551
2018,0500000US54075,"Pocahontas County, West Virginia",3579,0.08,0.03,0.01,0.11,404
2018,0500000US54077,"Preston County, West Virginia",12383,0.12,0.04,0.02,0.17,2117
2018,0500000US54079,"Putnam County, West Virginia",21665,0.16,0.07,0.05,0.27,5828
2018,0500000US54081,"Raleigh County, West Virginia",31119,0.11,0.03,0.02,0.16,4917
2018,0500000US54083,"Randolph County, West Virginia",11254,0.08,0.02,0.03,0.14,1542
2018,0500000US54085,"Ritchie County, West Virginia",3930,0.07,0.03,0.02,0.12,452
2018,0500000US54087,"Roane County, West Virginia",5679,0.09,0.02,0.02,0.12,704
2018,0500000US54089,"Summers County, West Virginia",5489,0.06,0.03,0.01,0.09,505
2018,0500000US54091,"Taylor County, West Virginia",6661,0.10,0.04,0.02,0.15,1019
2018,0500000US54093,"Tucker County, West Virginia",3103,0.10,0.02,0.01,0.12,357
2018,0500000US54095,"Tyler County, West Virginia",3298,0.10,0.02,0.02,0.14,445
2018,0500000US54097,"Upshur County, West Virginia",9378,0.08,0.03,0.01,0.12,1135
2018,0500000US54099,"Wayne County, West Virginia",15799,0.07,0.02,0.02,0.12,1817
2018,0500000US54101,"Webster County, West Virginia",3811,0.06,0.01,0.01,0.08,286
2018,0500000US54103,"Wetzel County, West Virginia",5891,0.10,0.03,0.01,0.15,854
2018,0500000US54105,"Wirt County, West Virginia",2499,0.08,0.02,0.01,0.10,252
2018,0500000US54107,"Wood County, West Virginia",36018,0.11,0.03,0.03,0.17,6267
2018,0500000US54109,"Wyoming County, West Virginia",8823,0.09,0.01,0.01,0.11,997
2018,0500000US55001,"Adams County, Wisconsin",8619,0.08,0.02,0.02,0.12,1017
2018,0500000US55003,"Ashland County, Wisconsin",6546,0.09,0.02,0.02,0.13,838
2018,0500000US55005,"Barron County, Wisconsin",19108,0.11,0.03,0.02,0.17,3191
2018,0500000US55007,"Bayfield County, Wisconsin",6963,0.11,0.04,0.02,0.17,1170
2018,0500000US55009,"Brown County, Wisconsin",104133,0.15,0.05,0.04,0.24,25096
2018,0500000US55011,"Buffalo County, Wisconsin",5713,0.13,0.04,0.02,0.19,1103
2018,0500000US55013,"Burnett County, Wisconsin",7303,0.10,0.02,0.02,0.15,1074
