year,geo_code,county,total_households,households_100k _to_149999k,households_150k_ to_199999k,households_200k_or_more,percent_wealthy_households ,total_wealthy_households
2018,0500000US47089,"Jefferson County, Tennessee",19910,0.12,0.04,0.02,0.18,3584
2018,0500000US47091,"Johnson County, Tennessee",6858,0.05,0.03,0.02,0.10,658
2018,0500000US47093,"Knox County, Tennessee",183318,0.13,0.05,0.05,0.24,43446
2018,0500000US47095,"Lake County, Tennessee",2203,0.05,0.03,0.03,0.11,234
2018,0500000US47097,"Lauderdale County, Tennessee",9754,0.06,0.02,0.01,0.09,907
2018,0500000US47099,"Lawrence County, Tennessee",16131,0.08,0.01,0.02,0.11,1774
2018,0500000US47101,"Lewis County, Tennessee",4758,0.08,0.02,0.02,0.11,533
2018,0500000US47103,"Lincoln County, Tennessee",13636,0.11,0.04,0.02,0.17,2250
2018,0500000US47105,"Loudon County, Tennessee",20215,0.13,0.04,0.04,0.21,4245
2018,0500000US47107,"McMinn County, Tennessee",20427,0.11,0.03,0.01,0.15,3044
2018,0500000US47109,"McNairy County, Tennessee",10022,0.07,0.01,0.02,0.10,1012
2018,0500000US47111,"Macon County, Tennessee",9202,0.09,0.02,0.01,0.12,1141
2018,0500000US47113,"Madison County, Tennessee",37729,0.11,0.03,0.03,0.17,6527
2018,0500000US47115,"Marion County, Tennessee",11582,0.10,0.03,0.02,0.15,1784
2018,0500000US47117,"Marshall County, Tennessee",12335,0.11,0.03,0.02,0.16,1961
2018,0500000US47119,"Maury County, Tennessee",33572,0.13,0.04,0.03,0.20,6782
2018,0500000US47121,"Meigs County, Tennessee",4790,0.09,0.03,0.02,0.15,695
2018,0500000US47123,"Monroe County, Tennessee",17694,0.09,0.02,0.01,0.12,2106
2018,0500000US47125,"Montgomery County, Tennessee",70303,0.13,0.04,0.03,0.20,14131
2018,0500000US47127,"Moore County, Tennessee",2602,0.16,0.03,0.03,0.22,572
2018,0500000US47129,"Morgan County, Tennessee",7517,0.09,0.02,0.02,0.12,925
2018,0500000US47131,"Obion County, Tennessee",12715,0.08,0.02,0.02,0.12,1475
2018,0500000US47133,"Overton County, Tennessee",8974,0.09,0.01,0.01,0.11,996
2018,0500000US47135,"Perry County, Tennessee",3317,0.06,0.00,0.04,0.11,348
2018,0500000US47137,"Pickett County, Tennessee",2218,0.08,0.04,0.01,0.13,291
2018,0500000US47139,"Polk County, Tennessee",7096,0.10,0.02,0.02,0.14,1008
2018,0500000US47141,"Putnam County, Tennessee",31110,0.10,0.02,0.03,0.15,4698
2018,0500000US47143,"Rhea County, Tennessee",12342,0.09,0.03,0.03,0.14,1765
2018,0500000US47145,"Roane County, Tennessee",20963,0.12,0.05,0.03,0.20,4130
2018,0500000US47147,"Robertson County, Tennessee",25388,0.16,0.04,0.04,0.24,6169
2018,0500000US47149,"Rutherford County, Tennessee",109468,0.16,0.05,0.04,0.25,27367
2018,0500000US47151,"Scott County, Tennessee",8703,0.06,0.02,0.01,0.09,740
2018,0500000US47153,"Sequatchie County, Tennessee",5441,0.12,0.02,0.01,0.14,767
2018,0500000US47155,"Sevier County, Tennessee",36945,0.10,0.02,0.02,0.14,5246
2018,0500000US47157,"Shelby County, Tennessee",350260,0.12,0.05,0.05,0.22,78108
2018,0500000US47159,"Smith County, Tennessee",7584,0.11,0.03,0.03,0.16,1198
2018,0500000US47161,"Stewart County, Tennessee",5246,0.07,0.04,0.01,0.12,640
2018,0500000US47163,"Sullivan County, Tennessee",66239,0.09,0.04,0.03,0.16,10466
2018,0500000US47165,"Sumner County, Tennessee",65645,0.16,0.06,0.05,0.28,18249
2018,0500000US47167,"Tipton County, Tennessee",21325,0.16,0.05,0.04,0.25,5267
2018,0500000US47169,"Trousdale County, Tennessee",3054,0.10,0.03,0.01,0.14,428
2018,0500000US47171,"Unicoi County, Tennessee",7521,0.09,0.01,0.01,0.11,812
2018,0500000US47173,"Union County, Tennessee",7126,0.08,0.02,0.03,0.12,869
2018,0500000US47175,"Van Buren County, Tennessee",2163,0.07,0.01,0.01,0.10,210
2018,0500000US47177,"Warren County, Tennessee",15655,0.08,0.02,0.02,0.12,1879
2018,0500000US47179,"Washington County, Tennessee",53190,0.10,0.04,0.04,0.18,9308
2018,0500000US47181,"Wayne County, Tennessee",5954,0.09,0.02,0.01,0.12,697
2018,0500000US47183,"Weakley County, Tennessee",13605,0.09,0.02,0.02,0.12,1592
2018,0500000US47185,"White County, Tennessee",9951,0.08,0.02,0.01,0.11,1045
2018,0500000US47187,"Williamson County, Tennessee",75344,0.23,0.12,0.20,0.55,41515
2018,0500000US47189,"Wilson County, Tennessee",48841,0.19,0.08,0.06,0.33,15873
2018,0500000US48001,"Anderson County, Texas",16459,0.09,0.03,0.02,0.13,2107
2018,0500000US48003,"Andrews County, Texas",5508,0.22,0.07,0.06,0.36,1961
2018,0500000US48005,"Angelina County, Texas",30783,0.11,0.03,0.02,0.16,4894
2018,0500000US48007,"Aransas County, Texas",9432,0.11,0.05,0.05,0.21,2018
2018,0500000US48009,"Archer County, Texas",3332,0.19,0.06,0.04,0.29,970
2018,0500000US48011,"Armstrong County, Texas",708,0.18,0.07,0.03,0.28,201
2018,0500000US48013,"Atascosa County, Texas",15387,0.14,0.05,0.04,0.23,3539
2018,0500000US48015,"Austin County, Texas",11041,0.20,0.05,0.05,0.29,3235
2018,0500000US48017,"Bailey County, Texas",2111,0.10,0.05,0.02,0.17,361
2018,0500000US48019,"Bandera County, Texas",8242,0.13,0.04,0.05,0.22,1797
2018,0500000US48021,"Bastrop County, Texas",25345,0.17,0.08,0.04,0.29,7249
2018,0500000US48023,"Baylor County, Texas",1474,0.11,0.02,0.04,0.17,246
2018,0500000US48025,"Bee County, Texas",8537,0.10,0.03,0.03,0.16,1392
2018,0500000US48027,"Bell County, Texas",120241,0.13,0.04,0.03,0.20,23808
2018,0500000US48029,"Bexar County, Texas",632574,0.14,0.05,0.05,0.24,150553
2018,0500000US48031,"Blanco County, Texas",4297,0.16,0.06,0.07,0.29,1250
2018,0500000US48033,"Borden County, Texas",261,0.31,0.04,0.03,0.38,99
2018,0500000US48035,"Bosque County, Texas",7088,0.12,0.03,0.03,0.18,1304
2018,0500000US48037,"Bowie County, Texas",33731,0.11,0.04,0.04,0.19,6240
2018,0500000US48039,"Brazoria County, Texas",118762,0.20,0.10,0.09,0.38,45130
2018,0500000US48041,"Brazos County, Texas",79053,0.12,0.05,0.05,0.21,16917
2018,0500000US48043,"Brewster County, Texas",3942,0.11,0.05,0.03,0.18,717
2018,0500000US48045,"Briscoe County, Texas",632,0.08,0.04,0.02,0.15,96
2018,0500000US48047,"Brooks County, Texas",2052,0.09,0.00,0.00,0.10,197
2018,0500000US48049,"Brown County, Texas",14016,0.11,0.03,0.03,0.17,2327
2018,0500000US48051,"Burleson County, Texas",6754,0.14,0.05,0.03,0.21,1445
2018,0500000US48053,"Burnet County, Texas",16849,0.14,0.04,0.06,0.24,3976
2018,0500000US48055,"Caldwell County, Texas",13225,0.12,0.04,0.03,0.20,2579
2018,0500000US48057,"Calhoun County, Texas",7604,0.16,0.06,0.02,0.24,1810
2018,0500000US48059,"Callahan County, Texas",5319,0.09,0.05,0.02,0.15,814
2018,0500000US48061,"Cameron County, Texas",123185,0.09,0.03,0.02,0.13,16507
2018,0500000US48063,"Camp County, Texas",4692,0.09,0.03,0.01,0.13,601
2018,0500000US48065,"Carson County, Texas",2247,0.19,0.05,0.07,0.31,699
2018,0500000US48067,"Cass County, Texas",11789,0.11,0.03,0.02,0.16,1827
2018,0500000US48069,"Castro County, Texas",2532,0.08,0.05,0.02,0.15,367
2018,0500000US48071,"Chambers County, Texas",13529,0.18,0.12,0.10,0.40,5371
2018,0500000US48073,"Cherokee County, Texas",17940,0.10,0.05,0.02,0.16,2942
2018,0500000US48075,"Childress County, Texas",2235,0.10,0.05,0.02,0.17,371
2018,0500000US48077,"Clay County, Texas",4045,0.13,0.04,0.04,0.21,837
2018,0500000US48079,"Cochran County, Texas",996,0.12,0.05,0.01,0.18,176
2018,0500000US48081,"Coke County, Texas",1617,0.10,0.01,0.01,0.12,197
2018,0500000US48083,"Coleman County, Texas",3460,0.07,0.02,0.05,0.14,484
2018,0500000US48085,"Collin County, Texas",331336,0.21,0.12,0.14,0.47,156722
2018,0500000US48087,"Collingsworth County, Texas",1055,0.05,0.03,0.03,0.10,103
2018,0500000US48089,"Colorado County, Texas",7511,0.09,0.06,0.04,0.19,1435
2018,0500000US48091,"Comal County, Texas",48903,0.17,0.08,0.10,0.35,17165
2018,0500000US48093,"Comanche County, Texas",5260,0.13,0.02,0.02,0.16,857
2018,0500000US48095,"Concho County, Texas",873,0.14,0.02,0.03,0.19,165
2018,0500000US48097,"Cooke County, Texas",15368,0.16,0.05,0.04,0.24,3719
2018,0500000US48099,"Coryell County, Texas",22314,0.12,0.02,0.02,0.17,3682
2018,0500000US48101,"Cottle County, Texas",686,0.02,0.03,0.02,0.07,47
2018,0500000US48103,"Crane County, Texas",1422,0.21,0.04,0.05,0.30,422
2018,0500000US48105,"Crockett County, Texas",1388,0.19,0.05,0.00,0.24,339
2018,0500000US48107,"Crosby County, Texas",2044,0.06,0.02,0.02,0.10,200
2018,0500000US48109,"Culberson County, Texas",681,0.08,0.00,0.00,0.08,57
2018,0500000US48111,"Dallam County, Texas",2404,0.11,0.05,0.03,0.19,457
2018,0500000US48113,"Dallas County, Texas",917276,0.13,0.06,0.07,0.26,234823
2018,0500000US48115,"Dawson County, Texas",4322,0.12,0.03,0.03,0.18,765
2018,0500000US48117,"Deaf Smith County, Texas",6139,0.14,0.02,0.02,0.19,1142
2018,0500000US48119,"Delta County, Texas",2015,0.11,0.04,0.03,0.19,377
2018,0500000US48121,"Denton County, Texas",283250,0.20,0.10,0.12,0.42,118399
2018,0500000US48123,"DeWitt County, Texas",7088,0.13,0.03,0.07,0.23,1637
2018,0500000US48125,"Dickens County, Texas",842,0.09,0.02,0.02,0.14,114
2018,0500000US48127,"Dimmit County, Texas",3309,0.08,0.03,0.02,0.13,440
2018,0500000US48129,"Donley County, Texas",1290,0.10,0.03,0.02,0.15,197
2018,0500000US48131,"Duval County, Texas",3511,0.06,0.02,0.02,0.11,393
2018,0500000US48133,"Eastland County, Texas",6460,0.08,0.03,0.03,0.14,930
2018,0500000US48135,"Ector County, Texas",51954,0.16,0.06,0.05,0.27,13924
2018,0500000US48137,"Edwards County, Texas",686,0.06,0.04,0.05,0.15,105
2018,0500000US48139,"Ellis County, Texas",55840,0.18,0.09,0.06,0.33,18539
2018,0500000US48141,"El Paso County, Texas",265724,0.10,0.03,0.03,0.16,43313
2018,0500000US48143,"Erath County, Texas",13961,0.12,0.05,0.03,0.21,2862
2018,0500000US48145,"Falls County, Texas",5237,0.09,0.02,0.01,0.12,623
2018,0500000US48147,"Fannin County, Texas",12231,0.13,0.04,0.03,0.20,2385
2018,0500000US48149,"Fayette County, Texas",9067,0.13,0.04,0.06,0.22,2031
2018,0500000US48151,"Fisher County, Texas",1649,0.15,0.02,0.02,0.19,307
2018,0500000US48153,"Floyd County, Texas",2328,0.09,0.02,0.02,0.13,300
2018,0500000US48155,"Foard County, Texas",557,0.07,0.03,0.03,0.13,72
2018,0500000US48157,"Fort Bend County, Texas",230381,0.21,0.12,0.16,0.48,110813
2018,0500000US48159,"Franklin County, Texas",3806,0.13,0.03,0.05,0.20,765
2018,0500000US48161,"Freestone County, Texas",6865,0.15,0.05,0.03,0.23,1551
2018,0500000US48163,"Frio County, Texas",4624,0.12,0.03,0.02,0.17,791
2018,0500000US48165,"Gaines County, Texas",5737,0.14,0.06,0.04,0.24,1365
2018,0500000US48167,"Galveston County, Texas",119181,0.17,0.09,0.10,0.36,42309
2018,0500000US48169,"Garza County, Texas",1628,0.12,0.01,0.03,0.16,264
2018,0500000US48171,"Gillespie County, Texas",10717,0.15,0.05,0.06,0.26,2797
2018,0500000US48173,"Glasscock County, Texas",432,0.19,0.11,0.05,0.34,149
2018,0500000US48175,"Goliad County, Texas",2681,0.18,0.07,0.05,0.30,796
2018,0500000US48177,"Gonzales County, Texas",7214,0.11,0.05,0.04,0.20,1443
2018,0500000US48179,"Gray County, Texas",8000,0.13,0.04,0.04,0.20,1592
2018,0500000US48181,"Grayson County, Texas",47957,0.13,0.06,0.03,0.21,10119
2018,0500000US48183,"Gregg County, Texas",45532,0.12,0.04,0.03,0.20,9015
2018,0500000US48185,"Grimes County, Texas",8793,0.14,0.04,0.05,0.22,1961
2018,0500000US48187,"Guadalupe County, Texas",53107,0.19,0.08,0.06,0.32,16835
2018,0500000US48189,"Hale County, Texas",11146,0.09,0.02,0.02,0.12,1371
2018,0500000US48191,"Hall County, Texas",1301,0.08,0.01,0.02,0.12,155
2018,0500000US48193,"Hamilton County, Texas",3108,0.13,0.04,0.04,0.20,625
2018,0500000US48195,"Hansford County, Texas",1855,0.08,0.05,0.01,0.14,252
2018,0500000US48197,"Hardeman County, Texas",1519,0.10,0.01,0.03,0.13,202
2018,0500000US48199,"Hardin County, Texas",20385,0.17,0.06,0.05,0.28,5667
2018,0500000US48201,"Harris County, Texas",1583486,0.14,0.06,0.08,0.29,456044
2018,0500000US48203,"Harrison County, Texas",23217,0.12,0.04,0.03,0.19,4458
2018,0500000US48205,"Hartley County, Texas",1681,0.19,0.01,0.03,0.23,378
2018,0500000US48207,"Haskell County, Texas",2125,0.09,0.02,0.02,0.13,272
2018,0500000US48209,"Hays County, Texas",70881,0.16,0.07,0.07,0.29,20555
2018,0500000US48211,"Hemphill County, Texas",1323,0.20,0.05,0.05,0.30,390
2018,0500000US48213,"Henderson County, Texas",30885,0.10,0.04,0.03,0.17,5158
2018,0500000US48215,"Hidalgo County, Texas",234879,0.09,0.03,0.02,0.15,34527
2018,0500000US48217,"Hill County, Texas",12769,0.13,0.03,0.03,0.19,2388
2018,0500000US48219,"Hockley County, Texas",7946,0.12,0.03,0.03,0.18,1454
2018,0500000US48221,"Hood County, Texas",21969,0.16,0.07,0.05,0.28,6173
2018,0500000US48223,"Hopkins County, Texas",13405,0.12,0.04,0.04,0.20,2641
2018,0500000US48225,"Houston County, Texas",8209,0.07,0.01,0.01,0.09,763
2018,0500000US48227,"Howard County, Texas",11036,0.14,0.03,0.04,0.20,2251
2018,0500000US48229,"Hudspeth County, Texas",900,0.05,0.02,0.02,0.09,77
2018,0500000US48231,"Hunt County, Texas",32369,0.13,0.05,0.03,0.21,6895
2018,0500000US48233,"Hutchinson County, Texas",7191,0.13,0.06,0.02,0.21,1524
2018,0500000US48235,"Irion County, Texas",634,0.15,0.06,0.05,0.26,164
2018,0500000US48237,"Jack County, Texas",3160,0.14,0.03,0.04,0.22,683
2018,0500000US48239,"Jackson County, Texas",5237,0.11,0.05,0.03,0.20,1037
2018,0500000US48241,"Jasper County, Texas",12583,0.12,0.03,0.03,0.18,2278
2018,0500000US48243,"Jeff Davis County, Texas",1050,0.08,0.02,0.00,0.11,113
2018,0500000US48245,"Jefferson County, Texas",94002,0.12,0.05,0.04,0.21,19834
2018,0500000US48247,"Jim Hogg County, Texas",1710,0.09,0.02,0.03,0.13,222
2018,0500000US48249,"Jim Wells County, Texas",13043,0.11,0.04,0.03,0.17,2256
2018,0500000US48251,"Johnson County, Texas",56433,0.17,0.06,0.04,0.26,14842
2018,0500000US48253,"Jones County, Texas",5593,0.11,0.04,0.03,0.18,1007
2018,0500000US48255,"Karnes County, Texas",4246,0.11,0.05,0.08,0.24,1006
2018,0500000US48257,"Kaufman County, Texas",37364,0.20,0.08,0.04,0.32,11882
2018,0500000US48259,"Kendall County, Texas",14159,0.18,0.09,0.14,0.41,5862
2018,0500000US48261,"Kenedy County, Texas",209,0.04,0.00,0.00,0.04,8
2018,0500000US48263,"Kent County, Texas",318,0.13,0.01,0.10,0.24,77
2018,0500000US48265,"Kerr County, Texas",20766,0.12,0.05,0.03,0.20,4070
2018,0500000US48267,"Kimble County, Texas",1948,0.08,0.02,0.05,0.15,292
2018,0500000US48269,"King County, Texas",91,0.20,0.00,0.06,0.25,23
2018,0500000US48271,"Kinney County, Texas",1170,0.12,0.01,0.01,0.14,168
2018,0500000US48273,"Kleberg County, Texas",10946,0.11,0.04,0.03,0.18,1916
2018,0500000US48275,"Knox County, Texas",1330,0.12,0.02,0.01,0.15,202
2018,0500000US48277,"Lamar County, Texas",19313,0.10,0.04,0.02,0.16,3051
2018,0500000US48279,"Lamb County, Texas",4754,0.10,0.02,0.03,0.14,680
2018,0500000US48281,"Lampasas County, Texas",7738,0.14,0.07,0.04,0.25,1919
2018,0500000US48283,"La Salle County, Texas",2216,0.04,0.07,0.06,0.16,350
2018,0500000US48285,"Lavaca County, Texas",7756,0.15,0.05,0.05,0.25,1931
2018,0500000US48287,"Lee County, Texas",6104,0.11,0.05,0.03,0.19,1166
2018,0500000US48289,"Leon County, Texas",6249,0.12,0.05,0.06,0.23,1419
2018,0500000US48291,"Liberty County, Texas",26203,0.11,0.04,0.03,0.18,4795
2018,0500000US48293,"Limestone County, Texas",8169,0.10,0.03,0.02,0.15,1185
2018,0500000US48295,"Lipscomb County, Texas",1256,0.14,0.05,0.03,0.23,290
2018,0500000US48297,"Live Oak County, Texas",3675,0.15,0.04,0.04,0.23,831
2018,0500000US48299,"Llano County, Texas",8491,0.12,0.05,0.06,0.23,1970
2018,0500000US48301,"Loving County, Texas",33,0.49,0.00,0.00,0.49,16
2018,0500000US48303,"Lubbock County, Texas",112185,0.12,0.04,0.04,0.21,23334
2018,0500000US48305,"Lynn County, Texas",2133,0.14,0.03,0.05,0.23,480
2018,0500000US48307,"McCulloch County, Texas",3255,0.09,0.01,0.03,0.13,417
2018,0500000US48309,"McLennan County, Texas",89034,0.13,0.04,0.04,0.20,17985
2018,0500000US48311,"McMullen County, Texas",223,0.10,0.07,0.11,0.29,64
2018,0500000US48313,"Madison County, Texas",4201,0.16,0.04,0.03,0.23,954
2018,0500000US48315,"Marion County, Texas",4459,0.06,0.03,0.05,0.14,633
2018,0500000US48317,"Martin County, Texas",1626,0.13,0.09,0.11,0.34,545
2018,0500000US48319,"Mason County, Texas",1667,0.07,0.05,0.03,0.15,248
2018,0500000US48321,"Matagorda County, Texas",13636,0.10,0.03,0.04,0.17,2318
2018,0500000US48323,"Maverick County, Texas",16307,0.08,0.03,0.02,0.13,2055
2018,0500000US48325,"Medina County, Texas",15470,0.17,0.06,0.05,0.28,4363
2018,0500000US48327,"Menard County, Texas",992,0.06,0.04,0.01,0.11,107
2018,0500000US48329,"Midland County, Texas",55980,0.19,0.09,0.11,0.39,21608
2018,0500000US48331,"Milam County, Texas",9381,0.11,0.04,0.02,0.16,1538
2018,0500000US48333,"Mills County, Texas",1750,0.06,0.04,0.04,0.14,240
2018,0500000US48335,"Mitchell County, Texas",2441,0.16,0.01,0.05,0.22,530
2018,0500000US48337,"Montague County, Texas",7995,0.13,0.05,0.03,0.21,1663
2018,0500000US48339,"Montgomery County, Texas",192823,0.17,0.09,0.13,0.39,74623
2018,0500000US48341,"Moore County, Texas",6626,0.12,0.03,0.02,0.17,1140
2018,0500000US48343,"Morris County, Texas",5048,0.10,0.03,0.01,0.14,692
2018,0500000US48345,"Motley County, Texas",465,0.08,0.01,0.04,0.14,65
2018,0500000US48347,"Nacogdoches County, Texas",23904,0.10,0.02,0.04,0.16,3849
2018,0500000US48349,"Navarro County, Texas",17397,0.11,0.04,0.03,0.18,3149
2018,0500000US48351,"Newton County, Texas",4978,0.11,0.03,0.01,0.16,777
2018,0500000US48353,"Nolan County, Texas",5469,0.11,0.03,0.03,0.17,908
2018,0500000US48355,"Nueces County, Texas",128926,0.14,0.05,0.05,0.24,30427
2018,0500000US48357,"Ochiltree County, Texas",3443,0.12,0.03,0.04,0.20,678
2018,0500000US48359,"Oldham County, Texas",527,0.08,0.09,0.08,0.25,129
2018,0500000US48361,"Orange County, Texas",31989,0.15,0.06,0.04,0.25,8093
2018,0500000US48363,"Palo Pinto County, Texas",10312,0.11,0.03,0.04,0.19,1908
2018,0500000US48365,"Panola County, Texas",8827,0.12,0.04,0.04,0.20,1730
2018,0500000US48367,"Parker County, Texas",44255,0.20,0.09,0.09,0.37,16419
2018,0500000US48369,"Parmer County, Texas",3318,0.15,0.04,0.02,0.21,693
2018,0500000US48371,"Pecos County, Texas",4557,0.14,0.03,0.02,0.19,848
2018,0500000US48373,"Polk County, Texas",17803,0.11,0.04,0.04,0.18,3258
2018,0500000US48375,"Potter County, Texas",43944,0.09,0.03,0.03,0.15,6460
2018,0500000US48377,"Presidio County, Texas",2627,0.13,0.00,0.00,0.13,331
2018,0500000US48379,"Rains County, Texas",4331,0.08,0.04,0.04,0.16,676
2018,0500000US48381,"Randall County, Texas",49187,0.18,0.07,0.05,0.30,14510
2018,0500000US48383,"Reagan County, Texas",1147,0.25,0.03,0.03,0.30,349
2018,0500000US48385,"Real County, Texas",1227,0.05,0.03,0.01,0.09,114
2018,0500000US48387,"Red River County, Texas",5048,0.09,0.01,0.01,0.11,555
2018,0500000US48389,"Reeves County, Texas",3713,0.12,0.04,0.02,0.18,665
2018,0500000US48391,"Refugio County, Texas",2577,0.11,0.03,0.02,0.16,407
2018,0500000US48393,"Roberts County, Texas",311,0.17,0.14,0.04,0.35,110
2018,0500000US48395,"Robertson County, Texas",6358,0.15,0.03,0.03,0.20,1272
2018,0500000US48397,"Rockwall County, Texas",31649,0.23,0.12,0.12,0.48,15065
2018,0500000US48399,"Runnels County, Texas",3749,0.11,0.04,0.02,0.17,645
2018,0500000US48401,"Rusk County, Texas",17960,0.13,0.05,0.04,0.21,3754
2018,0500000US48403,"Sabine County, Texas",4099,0.07,0.03,0.03,0.13,521
2018,0500000US48405,"San Augustine County, Texas",3356,0.07,0.03,0.02,0.11,359
2018,0500000US48407,"San Jacinto County, Texas",9487,0.10,0.03,0.02,0.15,1433
2018,0500000US48409,"San Patricio County, Texas",23121,0.14,0.06,0.03,0.23,5364
2018,0500000US48411,"San Saba County, Texas",2104,0.08,0.06,0.02,0.15,322
2018,0500000US48413,"Schleicher County, Texas",1105,0.11,0.05,0.01,0.17,188
2018,0500000US48415,"Scurry County, Texas",5884,0.15,0.05,0.02,0.23,1347
2018,0500000US48417,"Shackelford County, Texas",1234,0.09,0.04,0.02,0.15,189
2018,0500000US48419,"Shelby County, Texas",9292,0.10,0.02,0.03,0.15,1347
2018,0500000US48421,"Sherman County, Texas",1055,0.14,0.04,0.03,0.22,230
2018,0500000US48423,"Smith County, Texas",77195,0.13,0.05,0.05,0.23,17523
2018,0500000US48425,"Somervell County, Texas",3239,0.16,0.06,0.03,0.25,803
2018,0500000US48427,"Starr County, Texas",16238,0.06,0.03,0.02,0.10,1656
2018,0500000US48429,"Stephens County, Texas",3268,0.10,0.03,0.04,0.17,559
2018,0500000US48431,"Sterling County, Texas",462,0.13,0.04,0.02,0.19,87
2018,0500000US48433,"Stonewall County, Texas",582,0.08,0.09,0.04,0.21,120
2018,0500000US48435,"Sutton County, Texas",1484,0.17,0.08,0.01,0.26,384
2018,0500000US48437,"Swisher County, Texas",2514,0.07,0.02,0.02,0.11,279
2018,0500000US48439,"Tarrant County, Texas",698995,0.16,0.07,0.07,0.30,210397
2018,0500000US48441,"Taylor County, Texas",49482,0.13,0.04,0.04,0.21,10342
2018,0500000US48443,"Terrell County, Texas",396,0.13,0.01,0.01,0.16,61
2018,0500000US48445,"Terry County, Texas",4041,0.10,0.05,0.02,0.17,679
2018,0500000US48447,"Throckmorton County, Texas",703,0.16,0.03,0.02,0.21,144
2018,0500000US48449,"Titus County, Texas",10694,0.11,0.03,0.02,0.16,1700
2018,0500000US48451,"Tom Green County, Texas",43131,0.12,0.04,0.04,0.21,8842
2018,0500000US48453,"Travis County, Texas",458484,0.17,0.08,0.11,0.36,163220
2018,0500000US48455,"Trinity County, Texas",5918,0.07,0.04,0.01,0.12,722
2018,0500000US48457,"Tyler County, Texas",7020,0.12,0.03,0.01,0.16,1095
2018,0500000US48459,"Upshur County, Texas",14036,0.13,0.03,0.03,0.19,2709
2018,0500000US48461,"Upton County, Texas",1305,0.13,0.05,0.04,0.23,294
2018,0500000US48463,"Uvalde County, Texas",8683,0.09,0.03,0.01,0.13,1103
2018,0500000US48465,"Val Verde County, Texas",15429,0.14,0.03,0.03,0.19,2916
2018,0500000US48467,"Van Zandt County, Texas",19615,0.13,0.04,0.03,0.20,3903
2018,0500000US48469,"Victoria County, Texas",32544,0.16,0.05,0.05,0.25,8266
2018,0500000US48471,"Walker County, Texas",21636,0.10,0.04,0.02,0.16,3418
2018,0500000US48473,"Waller County, Texas",14807,0.15,0.06,0.06,0.27,3983
2018,0500000US48475,"Ward County, Texas",3956,0.14,0.05,0.05,0.24,942
2018,0500000US48477,"Washington County, Texas",12381,0.12,0.04,0.06,0.22,2674
2018,0500000US48479,"Webb County, Texas",73659,0.11,0.03,0.03,0.17,12743
2018,0500000US48481,"Wharton County, Texas",15256,0.14,0.07,0.02,0.22,3417
2018,0500000US48483,"Wheeler County, Texas",2254,0.11,0.05,0.02,0.19,426
2018,0500000US48485,"Wichita County, Texas",47951,0.11,0.03,0.02,0.17,8104
2018,0500000US48487,"Wilbarger County, Texas",5263,0.09,0.04,0.02,0.15,763
2018,0500000US48489,"Willacy County, Texas",5810,0.07,0.02,0.01,0.10,569
2018,0500000US48491,"Williamson County, Texas",174754,0.22,0.10,0.09,0.40,70426
2018,0500000US48493,"Wilson County, Texas",15820,0.20,0.07,0.07,0.33,5221
2018,0500000US48495,"Winkler County, Texas",2572,0.15,0.04,0.04,0.22,576
2018,0500000US48497,"Wise County, Texas",22080,0.17,0.05,0.05,0.27,5851
2018,0500000US48499,"Wood County, Texas",16531,0.12,0.04,0.03,0.19,3124
2018,0500000US48501,"Yoakum County, Texas",2676,0.21,0.06,0.05,0.32,851
2018,0500000US48503,"Young County, Texas",7105,0.15,0.02,0.02,0.19,1364
2018,0500000US48505,"Zapata County, Texas",4405,0.05,0.02,0.02,0.09,379
2018,0500000US48507,"Zavala County, Texas",3509,0.04,0.00,0.00,0.04,147
2018,0500000US49001,"Beaver County, Utah",2277,0.14,0.02,0.03,0.18,405
2018,0500000US49003,"Box Elder County, Utah",17302,0.15,0.05,0.02,0.22,3824
2018,0500000US49005,"Cache County, Utah",37645,0.14,0.04,0.03,0.21,7943
2018,0500000US49007,"Carbon County, Utah",7844,0.11,0.03,0.02,0.16,1247
2018,0500000US49009,"Daggett County, Utah",145,0.17,0.15,0.00,0.31,45
2018,0500000US49011,"Davis County, Utah",102865,0.22,0.09,0.06,0.36,37237
2018,0500000US49013,"Duchesne County, Utah",6644,0.17,0.04,0.02,0.23,1515
2018,0500000US49015,"Emery County, Utah",3589,0.15,0.03,0.01,0.19,685
2018,0500000US49017,"Garfield County, Utah",1741,0.10,0.04,0.02,0.16,270
2018,0500000US49019,"Grand County, Utah",4006,0.11,0.02,0.01,0.13,537
2018,0500000US49021,"Iron County, Utah",16204,0.10,0.03,0.03,0.16,2560
2018,0500000US49023,"Juab County, Utah",3390,0.14,0.05,0.03,0.21,712
2018,0500000US49025,"Kane County, Utah",2634,0.14,0.06,0.02,0.21,556
2018,0500000US49027,"Millard County, Utah",4306,0.17,0.04,0.03,0.24,1033
2018,0500000US49029,"Morgan County, Utah",3306,0.23,0.10,0.12,0.45,1478
2018,0500000US49031,"Piute County, Utah",499,0.05,0.03,0.02,0.10,49
2018,0500000US49033,"Rich County, Utah",620,0.08,0.07,0.05,0.20,121
2018,0500000US49035,"Salt Lake County, Utah",369429,0.18,0.07,0.07,0.32,119326
2018,0500000US49037,"San Juan County, Utah",3992,0.13,0.03,0.02,0.18,711
2018,0500000US49039,"Sanpete County, Utah",8483,0.12,0.02,0.02,0.16,1332
2018,0500000US49041,"Sevier County, Utah",7261,0.11,0.03,0.02,0.16,1162
